id,line,route_id,vehicle_type,bearing,delay,longitude,latitude,last_update
1921,12,3025,0,135,0,16.606079,49.190365,2025-03-09T07:53:50.526Z
1715,8,4031,0,225,0,16.606966,49.188599,2025-03-09T07:53:50.526Z
21712,313,203,4,180,0,16.531977,49.410248,2025-03-09T07:53:50.526Z
21194,822,238,4,315,0,16.320377,48.880894,2025-03-09T07:53:50.526Z
21567,153,384,4,45,0,16.450918,49.313122,2025-03-09T07:53:50.526Z
30189,R12,914,5,45,0,16.612648,49.190464,2025-03-09T07:53:50.526Z
30059,S31,1780,5,315,0,16.38909,49.373875,2025-03-09T07:53:50.526Z
7049,x49,4009,2,0,2,16.604916,49.126709,2025-03-09T07:53:50.526Z
1813,5,4014,0,0,0,16.597908,49.168987,2025-03-09T07:53:50.526Z
21329,810,222,4,225,0,16.183161,48.885136,2025-03-09T07:53:50.527Z
1831,1,4026,0,90,2,16.603605,49.189186,2025-03-09T07:53:50.527Z
3620,26,4009,1,45,0,16.597933,49.205997,2025-03-09T07:53:50.527Z
21520,104,252,4,90,0,16.522446,48.9809,2025-03-09T07:53:50.527Z
21278,671,130,4,270,1,17.12747,49.016098,2025-03-09T07:53:50.528Z
7112,67,4017,2,180,1,16.606064,49.213768,2025-03-09T07:53:50.528Z
21050,251,214,4,180,0,16.711636,49.63266,2025-03-09T07:53:50.528Z
1901,6,4025,0,270,0,16.588516,49.173363,2025-03-09T07:53:50.526Z
30030,R13,805,5,135,0,16.6768,48.921658,2025-03-09T07:53:50.526Z
21683,420,304,4,45,0,16.265106,49.247211,2025-03-09T07:53:50.523Z
7702,41,4055,2,270,3,16.577995,49.262897,2025-03-09T07:53:50.523Z
21192,662,203,4,225,0,17.10117,48.991928,2025-03-09T07:53:50.523Z
1906,3,4020,0,90,0,16.633308,49.201424,2025-03-09T07:53:50.523Z
3663,27,4302,1,315,0,16.661793,49.200539,2025-03-09T07:53:50.523Z
1809,2,4027,0,225,0,16.613859,49.195507,2025-03-09T07:53:50.524Z
2672,78,4022,2,90,0,16.640274,49.135483,2025-03-09T07:53:50.524Z
2033,50,4017,2,135,0,16.53252,49.188965,2025-03-09T07:53:50.524Z
3672,25,4017,1,135,1,16.577604,49.191227,2025-03-09T07:53:50.524Z
21271,701,315,4,90,5,16.665909,49.185703,2025-03-09T07:53:50.524Z
21291,151,308,4,315,0,16.721973,49.179394,2025-03-09T07:53:50.524Z
1807,5,4508,0,45,2,16.617823,49.202587,2025-03-09T07:53:50.524Z
1908,12,3026,0,315,1,16.617554,49.186501,2025-03-09T07:53:50.524Z
1856,4,4024,0,180,0,16.608007,49.195679,2025-03-09T07:53:50.524Z
30080,S4,4806,5,270,1,16.597439,49.161465,2025-03-09T07:53:50.524Z
3327,30,4014,1,0,2,16.594946,49.228638,2025-03-09T07:53:50.524Z
21118,911,203,4,90,2,17.278469,48.882023,2025-03-09T07:53:50.524Z
1112,1,4024,0,315,1,16.604355,49.207497,2025-03-09T07:53:50.524Z
1915,12,3022,0,0,0,16.582315,49.227695,2025-03-09T07:53:50.524Z
7081,75,4008,2,180,1,16.64327,49.220352,2025-03-09T07:53:50.524Z
21448,OLY,305,4,0,0,16.621481,49.180798,2025-03-09T07:53:50.524Z
7683,x49,4010,2,315,2,16.622307,49.174885,2025-03-09T07:53:50.525Z
7089,40,4007,2,135,1,16.646549,49.156651,2025-03-09T07:53:50.525Z
1849,4,4027,0,225,1,16.649609,49.227467,2025-03-09T07:53:50.525Z
30034,S71,3812,5,225,2,17.041086,49.284443,2025-03-09T07:53:50.525Z
30248,R11,668,5,135,0,16.064333,49.223,2025-03-09T07:53:50.525Z
31055,S51,14609,5,315,0,16.705845,48.912689,2025-03-09T07:53:50.526Z
21711,157,204,4,135,3,16.76273,49.291843,2025-03-09T07:53:50.526Z
2661,78,4026,2,180,0,16.632088,49.141479,2025-03-09T07:53:50.526Z
30054,R13,814,5,315,2,16.838808,48.851284,2025-03-09T07:53:50.527Z
21557,504,306,4,315,4,16.544954,49.078011,2025-03-09T07:53:50.527Z
21058,273,202,4,0,17,16.57065,49.558022,2025-03-09T07:53:50.528Z
21506,301,205,4,0,2,16.582874,49.396912,2025-03-09T07:53:50.528Z
30211,S31,14902,5,315,0,16.126377,49.561333,2025-03-09T07:53:50.528Z
3632,26,4012,1,225,0,16.617773,49.212868,2025-03-09T07:53:50.528Z
21236,521,206,4,-1,0,16.735781,48.938217,2025-03-09T07:53:50.528Z
21181,611,204,4,0,0,16.85471,49.08252,2025-03-09T07:53:50.528Z
21792,153,421,4,0,0,16.37545,49.102203,2025-03-09T07:53:50.528Z
17206,261,281,4,0,1,16.963728,49.477322,2025-03-09T07:53:50.528Z
21660,161,101,4,90,0,16.531731,49.173565,2025-03-09T07:53:50.528Z
30093,S9,4206,5,180,2,17.302362,48.958511,2025-03-09T07:53:50.528Z
1562,6,4018,0,0,1,16.59655,49.220882,2025-03-09T07:53:50.528Z
1927,6,4031,0,180,0,16.594824,49.230713,2025-03-09T07:53:50.528Z
7046,x4,4023,2,90,0,16.581852,49.202068,2025-03-09T07:53:50.528Z
21804,643,271,4,180,0,17.001514,49.148144,2025-03-09T07:53:50.528Z
1827,5,4017,0,225,1,16.608309,49.19899,2025-03-09T07:53:50.528Z
3626,36,4022,1,270,0,16.605713,49.198364,2025-03-09T07:53:50.528Z
1907,12,3024,0,270,0,16.604507,49.19833,2025-03-09T07:53:50.528Z
7082,57,4017,2,90,0,16.640919,49.215797,2025-03-09T07:53:50.528Z
3678,31,4020,1,90,2,16.661304,49.184628,2025-03-09T07:53:50.525Z
21449,105,361,4,135,0,16.617628,49.185417,2025-03-09T07:53:50.525Z
30084,S6,1761,5,90,5,17.257166,48.97073,2025-03-09T07:53:50.525Z
7529,68,4004,2,225,1,16.544596,49.1903,2025-03-09T07:53:50.525Z
30160,S6,4113,5,90,0,16.887234,49.146481,2025-03-09T07:53:50.525Z
3322,32,4904,1,315,0,16.588451,49.226139,2025-03-09T07:53:50.525Z
1207,10,4007,0,180,0,16.672445,49.202717,2025-03-09T07:53:50.525Z
1924,9,4027,0,135,0,16.618473,49.210621,2025-03-09T07:53:50.525Z
21253,540,201,4,90,0,16.732851,48.935452,2025-03-09T07:53:50.525Z
3627,33,4011,1,135,0,16.690096,49.181705,2025-03-09T07:53:50.525Z
21911,910,202,4,180,0,17.344231,48.904903,2025-03-09T07:53:50.525Z
2683,50,4015,2,90,0,16.615112,49.165569,2025-03-09T07:53:50.525Z
1114,1,4033,0,0,0,16.568441,49.203979,2025-03-09T07:53:50.526Z
21986,702,314,4,270,2,16.619411,49.18737,2025-03-09T07:53:50.526Z
2682,44,4015,2,45,3,16.587687,49.187637,2025-03-09T07:53:50.526Z
21972,411,102,4,45,3,16.351063,49.322079,2025-03-09T07:53:50.526Z
1918,3,4015,0,0,0,16.553589,49.21804,2025-03-09T07:53:50.526Z
2025,55,4010,2,180,2,16.674,49.205101,2025-03-09T07:53:50.526Z
21709,222,207,4,0,0,16.64352,49.36961,2025-03-09T07:53:50.528Z
7064,52,4011,2,270,0,16.508129,49.205582,2025-03-09T07:53:50.526Z
21509,333,107,4,270,0,16.4163,49.385311,2025-03-09T07:53:50.526Z
21684,423,321,4,270,0,16.216854,49.112045,2025-03-09T07:53:50.526Z
1603,3,4019,0,225,0,16.617188,49.202278,2025-03-09T07:53:50.526Z
21100,642,207,4,135,2,17.072241,49.057423,2025-03-09T07:53:50.526Z
7092,40,4009,2,90,0,16.600895,49.172688,2025-03-09T07:53:50.526Z
1821,2,4026,0,315,0,16.594482,49.187435,2025-03-09T07:53:50.526Z
21284,509,206,4,0,1,16.694538,49.08493,2025-03-09T07:53:50.526Z
21256,543,306,4,225,0,16.717285,48.932468,2025-03-09T07:53:50.526Z
7076,52,4009,2,0,0,16.519768,49.220932,2025-03-09T07:53:50.528Z
30029,S41,4462,5,270,1,16.371574,49.098213,2025-03-09T07:53:50.526Z
1944,3,4026,0,45,0,16.519833,49.226879,2025-03-09T07:53:50.527Z
7682,49,4503,2,315,0,16.640999,49.176197,2025-03-09T07:53:50.527Z
30159,S41,4406,5,180,0,16.607138,49.181107,2025-03-09T07:53:50.527Z
21776,602,201,4,90,0,16.97456,49.152187,2025-03-09T07:53:50.527Z
1839,1,4022,0,315,0,16.581381,49.244263,2025-03-09T07:53:50.527Z
30057,S61,24116,5,225,2,17.311832,48.974621,2025-03-09T07:53:50.527Z
7043,x4,4025,2,135,0,16.607763,49.218197,2025-03-09T07:53:50.527Z
21499,801,306,4,225,0,16.059072,48.851532,2025-03-09T07:53:50.527Z
1101,1,4041,0,135,1,16.589218,49.232746,2025-03-09T07:53:50.527Z
21322,105,207,4,225,0,16.616383,49.185314,2025-03-09T07:53:50.527Z
1949,3,4024,0,45,0,16.568693,49.214779,2025-03-09T07:53:50.528Z
21199,550,203,4,0,4,16.781404,48.889332,2025-03-09T07:53:50.528Z
7717,70,4085,2,135,2,16.589584,49.23698,2025-03-09T07:53:50.528Z
7532,69,4006,2,315,1,16.555412,49.169491,2025-03-09T07:53:50.528Z
2040,78,4025,2,180,0,16.691935,49.181648,2025-03-09T07:53:50.528Z
2635,44,4023,2,315,0,16.644327,49.200642,2025-03-09T07:53:50.528Z
22041,514,306,4,270,1,16.605658,49.08926,2025-03-09T07:53:50.528Z
2023,84,4021,2,0,0,16.594311,49.190022,2025-03-09T07:53:50.528Z
7701,41,4005,2,135,0,16.595947,49.230663,2025-03-09T07:53:50.528Z
2679,44,4019,2,315,1,16.56385,49.216309,2025-03-09T07:53:50.528Z
7072,58,4009,2,270,0,16.682236,49.199986,2025-03-09T07:53:50.528Z
30454,S91,2703,5,0,1,17.214729,48.887299,2025-03-09T07:53:50.528Z
21690,108,308,4,90,0,16.512756,48.980125,2025-03-09T07:53:50.528Z
21041,105,387,4,90,0,16.555855,48.868286,2025-03-09T07:53:50.529Z
7095,46,4017,2,180,0,16.617359,49.21249,2025-03-09T07:53:50.529Z
1764,8,4026,0,90,1,16.619034,49.191853,2025-03-09T07:53:50.527Z
1811,2,4030,0,45,0,16.598536,49.164536,2025-03-09T07:53:50.527Z
21921,934,202,4,180,0,17.264965,48.975189,2025-03-09T07:53:50.527Z
3326,39,4013,1,135,0,16.575594,49.201092,2025-03-09T07:53:50.527Z
30461,S91,2743,5,-1,0,17.318193,48.897453,2025-03-09T07:53:50.527Z
21398,152,210,4,135,0,16.641445,49.32695,2025-03-09T07:53:50.527Z
7730,52,4012,2,90,0,16.486027,49.206894,2025-03-09T07:53:50.527Z
2666,78,4020,2,0,0,16.694605,49.206413,2025-03-09T07:53:50.527Z
2016,84,4023,2,225,0,16.641634,49.202133,2025-03-09T07:53:50.527Z
21759,570,212,4,225,0,16.893555,48.755394,2025-03-09T07:53:50.527Z
7052,75,4058,2,-1,0,16.645411,49.235165,2025-03-09T07:53:50.527Z
21225,157,255,4,270,0,16.890539,49.273422,2025-03-09T07:53:50.528Z
7042,64,4018,2,0,1,16.634123,49.19096,2025-03-09T07:53:50.528Z
30290,S42,22819,5,135,0,16.357862,49.187878,2025-03-09T07:53:50.528Z
3621,26,4011,1,135,0,16.550903,49.179321,2025-03-09T07:53:50.528Z
1928,6,4027,0,180,1,16.605135,49.192276,2025-03-09T07:53:50.528Z
21782,817,305,4,315,0,16.054657,48.850315,2025-03-09T07:53:50.528Z
31001,S3,4966,5,270,3,16.517019,49.301369,2025-03-09T07:53:50.528Z
3673,25,4020,1,270,0,16.65975,49.211159,2025-03-09T07:53:50.528Z
21564,231,251,4,90,2,16.702658,49.352325,2025-03-09T07:53:50.528Z
21791,920,204,4,0,1,17.313282,48.896069,2025-03-09T07:53:50.528Z
1935,6,4029,0,180,0,16.602345,49.210865,2025-03-09T07:53:50.528Z
7036,64,4022,2,225,0,16.654566,49.126675,2025-03-09T07:53:50.528Z
1820,5,4019,0,270,0,16.627815,49.217197,2025-03-09T07:53:50.528Z
21773,804,312,4,270,0,16.05809,48.853035,2025-03-09T07:53:50.529Z
21193,564,109,4,180,1,16.884962,48.757359,2025-03-09T07:53:50.527Z
31020,S3,4609,5,0,1,16.750708,48.922165,2025-03-09T07:53:50.526Z
21226,405,405,4,315,0,16.468878,49.188496,2025-03-09T07:54:00.578Z
1841,1,4035,0,270,0,16.600992,49.189396,2025-03-09T07:54:00.578Z
1736,8,4024,0,90,1,16.669523,49.201824,2025-03-09T07:54:00.578Z
1902,9,4020,0,45,1,16.623398,49.222923,2025-03-09T07:54:00.578Z
1224,3,4022,0,90,0,16.604866,49.198307,2025-03-09T07:54:00.578Z
21780,231,206,4,90,1,16.751171,49.359886,2025-03-09T07:54:00.578Z
21103,512,304,4,315,0,16.482691,49.041809,2025-03-09T07:54:00.578Z
1810,5,4016,0,135,0,16.598152,49.164429,2025-03-09T07:54:00.578Z
31005,S2,4712,5,225,0,16.613422,49.190651,2025-03-09T07:54:00.578Z
3676,27,4305,1,90,0,16.642668,49.201767,2025-03-09T07:54:00.578Z
7069,40,4014,2,270,0,16.5844,49.17326,2025-03-09T07:54:00.578Z
30055,S2,4013,5,180,2,16.633739,49.387577,2025-03-09T07:54:00.578Z
30346,R8,1107,5,45,2,17.177887,49.343559,2025-03-09T07:54:00.578Z
30049,S21,14744,5,-1,1,16.611706,49.478794,2025-03-09T07:54:00.578Z
3303,38,4014,1,315,0,16.606819,49.19812,2025-03-09T07:54:00.578Z
21786,804,313,4,-1,0,16.087616,48.838932,2025-03-09T07:54:00.578Z
1853,1,4032,0,135,0,16.508057,49.218311,2025-03-09T07:54:00.578Z
21923,655,265,4,180,1,17.025509,49.057774,2025-03-09T07:54:00.578Z
7102,67,4014,2,315,5,16.565161,49.215763,2025-03-09T07:54:00.578Z
1922,9,4025,0,135,0,16.610172,49.192734,2025-03-09T07:54:00.578Z
21916,819,301,4,0,0,16.056721,48.8517,2025-03-09T07:54:00.578Z
3321,30,4016,1,0,0,16.622787,49.256958,2025-03-09T07:54:00.578Z
21730,224,222,4,90,0,16.622301,49.356907,2025-03-09T07:54:00.578Z
3317,36,4018,1,270,0,16.572062,49.218067,2025-03-09T07:54:00.578Z
21597,803,306,4,315,0,16.05282,48.856613,2025-03-09T07:54:00.578Z
21875,109,606,4,270,0,16.874004,48.995811,2025-03-09T07:54:00.578Z
21052,233,262,4,180,3,16.739704,49.415611,2025-03-09T07:54:00.578Z
21669,934,261,4,315,0,17.372255,48.944145,2025-03-09T07:54:00.579Z
1823,4,4022,0,0,0,16.626066,49.20026,2025-03-09T07:54:00.579Z
30019,S41,4407,5,135,0,16.544186,49.16497,2025-03-09T07:54:00.579Z
3324,37,4025,1,180,0,16.567652,49.175251,2025-03-09T07:54:00.579Z
7054,69,4009,2,225,0,16.52557,49.176521,2025-03-09T07:54:00.579Z
31016,S3,4921,5,315,0,16.417753,49.347343,2025-03-09T07:54:00.579Z
1929,9,4022,0,45,0,16.610279,49.199814,2025-03-09T07:54:00.579Z
1850,5,4012,0,90,0,16.59938,49.191463,2025-03-09T07:54:00.580Z
7061,84,4015,2,90,1,16.610424,49.223755,2025-03-09T07:54:00.581Z
7094,57,4016,2,0,0,16.623934,49.249901,2025-03-09T07:54:00.581Z
1904,6,4024,0,135,0,16.554605,49.17041,2025-03-09T07:54:00.581Z
3635,27,4301,1,45,0,16.688078,49.208668,2025-03-09T07:54:00.578Z
21060,504,307,4,180,0,16.600811,49.097416,2025-03-09T07:54:00.578Z
21063,806,303,4,45,0,16.038858,48.866795,2025-03-09T07:54:00.578Z
2681,44,4017,2,-1,0,16.615665,49.184814,2025-03-09T07:54:00.578Z
1569,6,4022,0,0,1,16.595182,49.179672,2025-03-09T07:54:00.579Z
30131,S82,2206,5,0,0,16.059471,48.853004,2025-03-09T07:54:00.579Z
7107,67,4019,2,180,0,16.555143,49.209148,2025-03-09T07:54:00.579Z
2637,44,4021,2,315,0,16.622282,49.223431,2025-03-09T07:54:00.579Z
21733,258,222,4,315,0,16.60445,49.463142,2025-03-09T07:54:00.579Z
3680,25,4015,1,135,1,16.637272,49.212582,2025-03-09T07:54:00.579Z
7099,64,4020,2,315,0,16.656128,49.132927,2025-03-09T07:54:00.579Z
21918,201,282,4,90,1,16.760521,49.29224,2025-03-09T07:54:00.580Z
1127,1,4039,0,180,0,16.607821,49.200115,2025-03-09T07:54:00.580Z
21368,610,208,4,270,0,16.78471,49.096619,2025-03-09T07:54:00.579Z
21612,750,303,4,0,0,16.971111,49.301994,2025-03-09T07:54:00.580Z
1937,12,3027,0,135,1,16.591358,49.213402,2025-03-09T07:54:00.580Z
21215,165,203,4,315,1,16.723274,48.954353,2025-03-09T07:54:00.581Z
21553,302,204,4,315,0,16.511791,49.253441,2025-03-09T07:54:00.580Z
1913,7,4002,0,45,1,16.609457,49.19022,2025-03-09T07:54:00.581Z
1835,1,4031,0,315,0,16.530712,49.228889,2025-03-09T07:54:00.581Z
21106,505,403,4,315,1,16.604206,49.054668,2025-03-09T07:54:00.578Z
7735,42,4009,2,90,0,16.578377,49.262897,2025-03-09T07:54:00.578Z
21498,802,306,4,315,1,16.045155,48.863529,2025-03-09T07:54:00.578Z
30459,S91,22752,5,225,0,17.242657,48.871368,2025-03-09T07:54:00.578Z
7536,65,4006,2,180,0,16.57671,49.231609,2025-03-09T07:54:00.578Z
21152,815,411,4,-1,0,16.056616,48.851753,2025-03-09T07:54:00.578Z
21789,804,311,4,270,1,16.036316,48.878273,2025-03-09T07:54:00.579Z
21582,336,107,4,270,2,16.347363,49.358376,2025-03-09T07:54:00.578Z
1945,3,4028,0,45,0,16.519302,49.225693,2025-03-09T07:54:00.579Z
1724,8,4030,0,180,0,16.567293,49.17588,2025-03-09T07:54:00.579Z
3065,32,4002,1,315,0,16.601709,49.202091,2025-03-09T07:54:00.580Z
31027,S3,4967,5,180,0,16.603954,49.070274,2025-03-09T07:54:00.580Z
30237,S81,24805,5,225,1,16.059471,48.853004,2025-03-09T07:54:00.580Z
21044,819,205,4,45,0,16.062462,48.856064,2025-03-09T07:54:00.580Z
21934,304,237,4,180,0,16.533821,49.300312,2025-03-09T07:54:00.580Z
7534,302,4016,2,0,0,16.531038,49.227661,2025-03-09T07:54:00.581Z
3625,36,4011,1,90,0,16.572966,49.218155,2025-03-09T07:54:00.581Z
1840,4,4031,0,45,0,16.653133,49.228222,2025-03-09T07:54:00.581Z
21033,106,206,4,45,2,17.018112,49.029625,2025-03-09T07:54:00.581Z
1837,4,4025,0,180,0,16.625463,49.203758,2025-03-09T07:54:00.581Z
21527,48,304,4,0,2,16.621929,49.176121,2025-03-09T07:54:00.581Z
7827,E76,4010,2,225,0,16.614552,49.193531,2025-03-09T07:54:00.581Z
1711,8,4033,0,270,0,16.636711,49.192635,2025-03-09T07:54:00.581Z
7535,69,4008,2,270,0,16.584969,49.170677,2025-03-09T07:54:00.581Z
21317,807,303,4,90,0,16.049345,48.856403,2025-03-09T07:54:00.581Z
7077,40,4016,2,315,1,16.626945,49.168774,2025-03-09T07:54:00.581Z
7058,x4,4022,2,270,0,16.591675,49.20013,2025-03-09T07:54:00.581Z
1128,1,4034,0,180,0,16.508129,49.218319,2025-03-09T07:54:00.581Z
7677,47,4002,2,270,0,16.611263,49.188705,2025-03-09T07:54:00.581Z
3685,25,4902,1,225,0,16.555859,49.208511,2025-03-09T07:54:00.581Z
21130,612,106,4,315,0,16.717007,49.086815,2025-03-09T07:54:00.582Z
7803,42,4007,2,180,0,16.576815,49.262157,2025-03-09T07:54:00.582Z
21659,256,271,4,135,0,16.608902,49.480297,2025-03-09T07:54:00.582Z
30351,R8,1104,5,270,1,16.623512,49.172688,2025-03-09T07:54:00.582Z
1938,2,4028,0,0,0,16.601994,49.146233,2025-03-09T07:54:00.582Z
21012,104,203,4,225,1,16.523197,48.981022,2025-03-09T07:54:00.582Z
3619,25,4018,1,180,0,16.593613,49.198479,2025-03-09T07:54:00.582Z
31014,S3,4964,5,90,8,16.208412,49.324928,2025-03-09T07:54:00.582Z
31028,S3,4640,5,45,2,16.617802,49.193882,2025-03-09T07:54:00.582Z
21014,935,207,4,90,0,17.488886,48.85984,2025-03-09T07:54:00.582Z
3682,25,4016,1,270,1,16.566528,49.169476,2025-03-09T07:54:00.582Z
2662,50,4016,2,315,0,16.530811,49.196655,2025-03-09T07:54:00.582Z
1931,2,4025,0,180,1,16.594482,49.187271,2025-03-09T07:54:00.581Z
7051,52,4010,2,90,0,16.586767,49.189487,2025-03-09T07:54:00.582Z
7059,77,4012,2,135,0,16.688868,49.164883,2025-03-09T07:54:00.581Z
21592,541,201,4,0,0,16.863823,48.993752,2025-03-09T07:54:00.581Z
31031,S3,4637,5,180,5,16.589481,49.245392,2025-03-09T07:54:00.581Z
1948,3,4017,0,315,0,16.590576,49.208511,2025-03-09T07:54:00.581Z
31021,S2,4012,5,90,0,16.734043,49.108055,2025-03-09T07:54:00.581Z
22027,664,205,4,0,0,17.170675,48.939331,2025-03-09T07:54:00.581Z
3075,37,4014,1,90,0,16.534155,49.188362,2025-03-09T07:54:00.581Z
1834,1,4914,0,135,0,16.578987,49.247047,2025-03-09T07:54:00.581Z
2044,78,4029,2,0,0,16.635815,49.202538,2025-03-09T07:54:00.582Z
1934,9,4026,0,315,0,16.654354,49.196613,2025-03-09T07:54:00.582Z
1825,1,4030,0,180,0,16.536711,49.221882,2025-03-09T07:54:00.582Z
2678,78,4031,2,0,0,16.635735,49.201855,2025-03-09T07:54:00.582Z
7728,72,4005,2,135,0,16.577507,49.230755,2025-03-09T07:54:00.582Z
30135,R9,986,5,315,4,16.415682,49.349186,2025-03-09T07:54:00.582Z
3076,37,4016,1,315,2,16.574545,49.192398,2025-03-09T07:54:00.582Z
31003,S2,4710,5,315,0,16.598204,49.499916,2025-03-09T07:54:00.582Z
21774,201,207,4,45,1,16.746479,49.311741,2025-03-09T07:54:00.582Z
30050,R19,863,5,135,0,16.670784,49.233013,2025-03-09T07:54:00.582Z
2670,49,4010,2,270,0,16.61586,49.174633,2025-03-09T07:54:00.583Z
30013,S2,4010,5,0,0,16.650606,49.349854,2025-03-09T07:54:00.583Z
1943,9,4023,0,90,1,16.636393,49.192783,2025-03-09T07:54:00.583Z
3623,26,4010,1,135,0,16.564941,49.185337,2025-03-09T07:54:00.583Z
30076,S4,4809,5,270,1,16.483662,49.154018,2025-03-09T07:54:00.583Z
21029,233,251,4,45,0,16.682768,49.36414,2025-03-09T07:54:00.583Z
22017,xS3,4964,4,315,2,16.081469,49.38483,2025-03-09T07:54:00.583Z
21970,569,104,4,315,1,16.877859,48.754955,2025-03-09T07:54:00.583Z
2017,78,4023,2,45,1,16.634253,49.135597,2025-03-09T07:54:00.583Z
1710,8,4028,0,45,0,16.599049,49.180901,2025-03-09T07:54:00.583Z
21876,201,209,4,180,4,16.663548,49.208191,2025-03-09T07:54:00.583Z
3306,38,4013,1,-1,0,16.570549,49.199657,2025-03-09T07:54:00.583Z
7055,64,4015,2,180,0,16.626196,49.184952,2025-03-09T07:54:00.583Z
21569,701,318,4,-1,0,16.798771,49.202305,2025-03-09T07:54:00.583Z
21856,262,203,4,270,0,16.749117,49.53186,2025-03-09T07:54:00.583Z
21743,812,202,4,270,0,16.074684,49.025429,2025-03-09T07:54:00.582Z
21644,OLY,394,4,180,0,16.63389,49.141365,2025-03-09T07:54:00.582Z
2038,50,4018,2,225,0,16.576578,49.165176,2025-03-09T07:54:00.582Z
30458,S8,4506,5,225,0,16.059471,48.853004,2025-03-09T07:54:00.582Z
30150,S9,4207,5,45,1,17.122423,48.856495,2025-03-09T07:54:00.582Z
30457,S91,2706,5,315,0,17.409651,48.95121,2025-03-09T07:54:00.581Z
21038,163,133,4,225,2,16.351341,49.359455,2025-03-09T07:54:00.581Z
21331,312,353,4,225,3,16.332697,49.313995,2025-03-09T07:54:00.581Z
30037,S61,24115,5,45,0,17.31555,48.977978,2025-03-09T07:54:00.581Z
31029,S3,4968,5,-1,0,16.617031,49.032471,2025-03-09T07:54:00.582Z
21481,312,208,4,270,1,16.362581,49.283165,2025-03-09T07:54:00.581Z
21571,904,10,4,180,0,17.111763,48.855202,2025-03-09T07:54:00.582Z
3314,30,4021,1,135,0,16.522697,49.213966,2025-03-09T07:54:00.582Z
30353,R8,1106,5,270,11,17.439474,49.423252,2025-03-09T07:54:00.582Z
21332,572,208,4,225,0,16.988525,48.756012,2025-03-09T07:54:00.582Z
30025,S6,4110,5,0,3,17.114248,49.132988,2025-03-09T07:54:00.583Z
3332,30,4023,1,225,0,16.522543,49.213917,2025-03-09T07:54:00.583Z
3311,30,4019,1,90,0,16.547241,49.21949,2025-03-09T07:54:00.583Z
21122,904,11,4,45,0,17.146605,48.862957,2025-03-09T07:54:00.583Z
1829,5,4015,0,180,2,16.594019,49.18803,2025-03-09T07:54:00.583Z
21583,104,201,4,180,4,16.381086,48.74509,2025-03-09T07:54:00.583Z
21196,663,428,4,270,1,17.093061,48.917099,2025-03-09T07:54:00.583Z
30460,S52,14508,5,270,0,16.781437,48.889591,2025-03-09T07:54:00.583Z
1722,8,4029,0,270,0,16.565512,49.169155,2025-03-09T07:54:00.583Z
21139,74,309,4,135,1,16.616146,49.185188,2025-03-09T07:54:00.583Z
21462,301,451,4,45,0,16.595682,49.230587,2025-03-09T07:54:00.583Z
3330,37,4019,1,135,0,16.536898,49.196144,2025-03-09T07:54:00.583Z
1815,2,4031,0,45,0,16.641886,49.202538,2025-03-09T07:54:00.583Z
1940,2,4032,0,90,0,16.604477,49.126602,2025-03-09T07:54:00.583Z
3333,37,4017,1,90,1,16.586548,49.18951,2025-03-09T07:54:00.583Z
21820,655,302,4,315,0,16.976471,48.981377,2025-03-09T07:54:00.583Z
21668,602,356,4,270,0,16.743303,49.183193,2025-03-09T07:54:00.583Z
1917,9,4024,0,270,0,16.623951,49.191284,2025-03-09T07:54:00.583Z
21476,822,237,4,0,0,16.309565,48.883934,2025-03-09T07:54:00.583Z
21263,401,205,4,315,1,16.418945,49.203266,2025-03-09T07:54:00.583Z
3325,30,4017,1,45,0,16.596029,49.229298,2025-03-09T07:54:00.583Z
1844,7,4005,0,225,0,16.61997,49.220459,2025-03-09T07:54:00.583Z
30350,R8,1104,5,270,2,16.801079,49.164452,2025-03-09T07:54:00.583Z
3320,37,4021,1,225,0,16.560196,49.176723,2025-03-09T07:54:00.581Z
3679,31,4017,1,270,3,16.658976,49.185116,2025-03-09T07:54:00.581Z
30146,R9,975,5,135,1,16.132122,49.353844,2025-03-09T07:54:00.581Z
1082,1,4028,0,135,0,16.575073,49.192017,2025-03-09T07:54:00.581Z
1845,7,4003,0,225,0,16.598991,49.180973,2025-03-09T07:54:00.581Z
2663,55,4009,2,0,2,16.666048,49.198048,2025-03-09T07:54:00.581Z
21855,562,109,4,315,0,16.859291,48.758663,2025-03-09T07:54:00.581Z
22037,667,267,4,180,2,17.171186,49.039185,2025-03-09T07:54:00.581Z
21957,235,203,4,90,1,16.54565,49.407074,2025-03-09T07:54:00.581Z
7091,70,4082,2,0,0,16.588737,49.25362,2025-03-09T07:54:00.581Z
30121,S6,1764,5,180,1,17.401094,48.970612,2025-03-09T07:54:00.581Z
22043,512,305,4,270,0,16.484421,49.069939,2025-03-09T07:54:00.582Z
3618,36,4016,1,45,0,16.556469,49.222801,2025-03-09T07:54:00.582Z
21275,250,332,4,225,0,16.652876,49.491383,2025-03-09T07:54:00.582Z
2043,84,4017,2,135,0,16.563028,49.216896,2025-03-09T07:54:00.582Z
21683,420,304,4,45,0,16.265106,49.247211,2025-03-09T07:54:00.582Z
21192,662,203,4,225,0,17.10117,48.991928,2025-03-09T07:54:00.582Z
7702,41,4055,2,270,3,16.577995,49.262897,2025-03-09T07:54:00.582Z
1906,3,4020,0,90,0,16.634148,49.201374,2025-03-09T07:54:00.582Z
