id,line,route_id,vehicle_type,bearing,delay,longitude,latitude,last_update
21398,152,210,4,135,0,16.618898,49.328396,2025-03-09T07:51:29.708Z
7730,52,4012,2,270,0,16.483879,49.20726,2025-03-09T07:51:29.708Z
2666,78,4020,2,0,0,16.69589,49.197762,2025-03-09T07:51:29.708Z
7052,75,4058,2,-1,0,16.645393,49.235157,2025-03-09T07:51:29.708Z
21759,570,212,4,225,0,16.893555,48.755394,2025-03-09T07:51:29.708Z
7042,64,4018,2,0,1,16.626148,49.19099,2025-03-09T07:51:29.708Z
21225,157,255,4,270,0,16.904488,49.275326,2025-03-09T07:51:29.708Z
30290,S42,22819,5,135,0,16.357862,49.187878,2025-03-09T07:51:29.708Z
1928,6,4027,0,270,1,16.605135,49.197617,2025-03-09T07:51:29.709Z
31001,S3,4966,5,315,4,16.544722,49.299564,2025-03-09T07:51:29.709Z
3673,25,4020,1,0,0,16.661556,49.205826,2025-03-09T07:51:29.709Z
30144,S6,1762,5,45,0,16.612648,49.190464,2025-03-09T07:51:29.709Z
21564,231,251,4,90,3,16.682472,49.352375,2025-03-09T07:51:29.709Z
21791,920,204,4,315,2,17.323877,48.879971,2025-03-09T07:51:29.709Z
1935,6,4029,0,135,0,16.597103,49.219864,2025-03-09T07:51:29.709Z
7036,64,4022,2,225,0,16.654566,49.126675,2025-03-09T07:51:29.709Z
1820,5,4019,0,90,0,16.628036,49.216896,2025-03-09T07:51:29.709Z
21773,804,312,4,135,0,16.053043,48.856575,2025-03-09T07:51:29.709Z
21226,405,405,4,315,0,16.490734,49.181751,2025-03-09T07:51:39.759Z
30346,R8,1107,5,90,2,17.141291,49.330303,2025-03-09T07:51:39.760Z
1841,1,4035,0,225,0,16.608829,49.190063,2025-03-09T07:51:39.760Z
1810,5,4016,0,135,0,16.598152,49.164429,2025-03-09T07:51:39.760Z
1736,8,4024,0,45,0,16.663803,49.190315,2025-03-09T07:51:39.760Z
1224,3,4022,0,135,0,16.598396,49.202255,2025-03-09T07:51:39.760Z
21780,231,206,4,315,0,16.752773,49.359493,2025-03-09T07:51:39.759Z
3303,39,4011,1,135,1,16.603003,49.199039,2025-03-09T07:51:39.762Z
30049,S21,14744,5,-1,1,16.611706,49.478794,2025-03-09T07:51:39.762Z
1853,1,4032,0,135,0,16.508057,49.218311,2025-03-09T07:51:39.762Z
21786,804,313,4,-1,0,16.087616,48.838932,2025-03-09T07:51:39.762Z
21103,512,304,4,-1,0,16.490055,49.041889,2025-03-09T07:51:39.760Z
3635,27,4301,1,90,0,16.671843,49.201992,2025-03-09T07:51:39.762Z
21060,504,307,4,180,0,16.603741,49.126217,2025-03-09T07:51:39.763Z
1902,9,4020,0,0,0,16.617073,49.213078,2025-03-09T07:51:39.760Z
1922,9,4025,0,180,0,16.607731,49.196434,2025-03-09T07:51:39.762Z
3676,27,4305,1,0,0,16.642033,49.202492,2025-03-09T07:51:39.761Z
3321,30,4016,1,0,0,16.622787,49.256958,2025-03-09T07:51:39.762Z
21916,819,301,4,0,0,16.056721,48.8517,2025-03-09T07:51:39.762Z
21597,803,306,4,315,0,16.058548,48.853432,2025-03-09T07:51:39.762Z
21730,224,222,4,90,0,16.622301,49.356907,2025-03-09T07:51:39.762Z
21875,109,606,4,270,1,16.893484,48.993496,2025-03-09T07:51:39.762Z
1903,3,4021,0,225,0,16.641293,49.202816,2025-03-09T07:51:39.762Z
21120,813,201,4,0,0,16.056911,48.851837,2025-03-09T07:51:39.763Z
21052,233,262,4,135,3,16.728056,49.424252,2025-03-09T07:51:39.763Z
31005,S2,4712,5,225,0,16.613419,49.190651,2025-03-09T07:51:39.760Z
7069,40,4014,2,270,1,16.598234,49.172714,2025-03-09T07:51:39.760Z
7102,67,4014,2,225,4,16.574064,49.218872,2025-03-09T07:51:39.762Z
3317,36,4018,1,315,0,16.57303,49.219109,2025-03-09T07:51:39.762Z
7735,42,4009,2,90,0,16.578377,49.262897,2025-03-09T07:51:39.762Z
21227,816,305,4,225,0,16.057013,48.851959,2025-03-09T07:51:39.763Z
21106,505,403,4,0,1,16.615961,49.041134,2025-03-09T07:51:39.762Z
21498,802,306,4,315,0,16.058514,48.859055,2025-03-09T07:51:39.762Z
30459,S91,22752,5,225,0,17.242657,48.871368,2025-03-09T07:51:39.763Z
7536,65,4003,2,270,1,16.578678,49.230934,2025-03-09T07:51:39.763Z
21582,336,107,4,315,2,16.35733,49.361355,2025-03-09T07:51:39.764Z
21789,804,311,4,270,1,16.045969,48.873302,2025-03-09T07:51:39.764Z
1945,3,4028,0,135,0,16.518961,49.225552,2025-03-09T07:51:39.764Z
7828,E76,4011,2,90,0,16.692343,49.154873,2025-03-09T07:51:39.765Z
2637,44,4021,2,270,1,16.625212,49.222622,2025-03-09T07:51:39.765Z
3680,25,4015,1,90,1,16.62706,49.214851,2025-03-09T07:51:39.765Z
21733,258,222,4,315,0,16.601553,49.454266,2025-03-09T07:51:39.765Z
21368,610,208,4,315,1,16.811399,49.087841,2025-03-09T07:51:39.765Z
7099,64,4020,2,180,0,16.654631,49.1264,2025-03-09T07:51:39.765Z
3065,32,4002,1,270,0,16.604752,49.198414,2025-03-09T07:51:39.765Z
31027,S3,4967,5,180,0,16.605339,49.090389,2025-03-09T07:51:39.765Z
30237,S81,24805,5,225,1,16.059471,48.853004,2025-03-09T07:51:39.765Z
21044,820,206,4,225,0,16.056932,48.851879,2025-03-09T07:51:39.765Z
21934,304,237,4,270,0,16.540394,49.298344,2025-03-09T07:51:39.765Z
7534,302,4016,2,0,0,16.531038,49.227661,2025-03-09T07:51:39.765Z
3625,36,4011,1,135,0,16.564503,49.21587,2025-03-09T07:51:39.765Z
1840,4,4031,0,90,0,16.652573,49.228035,2025-03-09T07:51:39.765Z
21033,106,206,4,90,1,17.00371,49.018066,2025-03-09T07:51:39.765Z
1837,4,4025,0,180,1,16.629484,49.207863,2025-03-09T07:51:39.765Z
30131,S82,2206,5,0,0,16.059471,48.853004,2025-03-09T07:51:39.764Z
1931,2,4025,0,270,1,16.59742,49.188663,2025-03-09T07:51:39.765Z
21918,201,282,4,135,0,16.744091,49.296959,2025-03-09T07:51:39.765Z
21612,750,303,4,135,0,16.958696,49.300625,2025-03-09T07:51:39.765Z
1937,12,3027,0,180,1,16.585678,49.220791,2025-03-09T07:51:39.765Z
21553,302,204,4,315,0,16.528154,49.24247,2025-03-09T07:51:39.765Z
21215,165,203,4,225,0,16.727743,48.945263,2025-03-09T07:51:39.765Z
1913,7,4002,0,45,1,16.602482,49.184605,2025-03-09T07:51:39.765Z
1835,1,4031,0,0,0,16.5368,49.221695,2025-03-09T07:51:39.765Z
1569,6,4022,0,45,0,16.594515,49.176205,2025-03-09T07:51:39.764Z
1127,1,4039,0,180,0,16.604786,49.206917,2025-03-09T07:51:39.765Z
21527,48,304,4,315,3,16.632534,49.163879,2025-03-09T07:51:39.765Z
21669,934,261,4,315,0,17.372255,48.944145,2025-03-09T07:51:39.764Z
1823,4,4022,0,45,0,16.619589,49.198185,2025-03-09T07:51:39.764Z
3324,37,4012,1,180,0,16.567171,49.177101,2025-03-09T07:51:39.764Z
30019,S41,4407,5,135,0,16.544186,49.16497,2025-03-09T07:51:39.764Z
7054,69,4009,2,-1,0,16.525829,49.176571,2025-03-09T07:51:39.764Z
7059,77,4012,2,135,1,16.683399,49.169189,2025-03-09T07:51:39.765Z
7827,E76,4009,2,180,0,16.614639,49.193645,2025-03-09T07:51:39.766Z
1711,8,4033,0,315,0,16.655151,49.188297,2025-03-09T07:51:39.766Z
7535,69,4007,2,135,1,16.582382,49.175072,2025-03-09T07:51:39.766Z
21317,807,303,4,135,0,16.046942,48.860184,2025-03-09T07:51:39.766Z
7077,40,4016,2,315,0,16.641724,49.159157,2025-03-09T07:51:39.766Z
1128,1,4034,0,180,0,16.508121,49.218269,2025-03-09T07:51:39.767Z
7058,x4,4022,2,0,1,16.594898,49.194912,2025-03-09T07:51:39.767Z
31016,S3,4921,5,315,0,16.417723,49.347328,2025-03-09T07:51:39.765Z
1850,5,4012,0,0,0,16.594288,49.189468,2025-03-09T07:51:39.765Z
7061,84,4015,2,180,1,16.598747,49.226017,2025-03-09T07:51:39.765Z
21592,541,201,4,0,0,16.861845,48.981213,2025-03-09T07:51:39.766Z
1929,9,4022,0,315,0,16.607162,49.197941,2025-03-09T07:51:39.765Z
31031,S3,4637,5,180,6,16.58284,49.269062,2025-03-09T07:51:39.766Z
7677,47,4002,2,225,0,16.61377,49.189281,2025-03-09T07:51:39.767Z
3685,25,4902,1,180,0,16.56031,49.215908,2025-03-09T07:51:39.767Z
21130,612,106,4,0,0,16.722937,49.08374,2025-03-09T07:51:39.767Z
21659,256,271,4,180,0,16.613489,49.487144,2025-03-09T07:51:39.767Z
30351,R8,1104,5,225,1,16.630985,49.188805,2025-03-09T07:51:39.767Z
1938,2,4028,0,0,0,16.6038,49.132847,2025-03-09T07:51:39.767Z
31014,S3,4964,5,90,8,16.208403,49.324932,2025-03-09T07:51:39.767Z
21012,104,203,4,225,1,16.539284,48.989864,2025-03-09T07:51:39.767Z
31028,S3,4640,5,45,0,16.613333,49.190742,2025-03-09T07:51:39.767Z
3619,25,4018,1,180,0,16.592789,49.201351,2025-03-09T07:51:39.767Z
21014,935,207,4,90,0,17.488886,48.85984,2025-03-09T07:51:39.767Z
3682,25,4016,1,135,2,16.567268,49.174088,2025-03-09T07:51:39.767Z
2662,50,4016,2,45,0,16.531013,49.193928,2025-03-09T07:51:39.767Z
1934,9,4026,0,315,0,16.654354,49.196613,2025-03-09T07:51:39.768Z
7051,52,4010,2,90,1,16.569221,49.194012,2025-03-09T07:51:39.768Z
1825,1,4030,0,90,1,16.528646,49.229347,2025-03-09T07:51:39.768Z
2678,78,4031,2,270,0,16.640381,49.201149,2025-03-09T07:51:39.768Z
21774,201,207,4,0,1,16.743391,49.298809,2025-03-09T07:51:39.768Z
7728,72,4004,2,0,1,16.576147,49.227806,2025-03-09T07:51:39.768Z
30050,R19,863,5,180,0,16.66634,49.261051,2025-03-09T07:51:39.768Z
2670,49,4010,2,225,0,16.622242,49.176247,2025-03-09T07:51:39.768Z
21420,819,203,4,-1,0,16.05682,48.851852,2025-03-09T07:51:39.768Z
3623,26,4010,1,270,1,16.57023,49.193993,2025-03-09T07:51:39.768Z
1943,9,4023,0,90,1,16.632763,49.190388,2025-03-09T07:51:39.768Z
30076,S4,4809,5,135,1,16.449541,49.158562,2025-03-09T07:51:39.768Z
30013,S2,4010,5,0,0,16.639788,49.321148,2025-03-09T07:51:39.768Z
21029,233,251,4,135,1,16.672169,49.360775,2025-03-09T07:51:39.769Z
22017,xS3,4964,4,225,2,16.106676,49.387199,2025-03-09T07:51:39.769Z
21970,569,104,4,180,0,16.883869,48.753986,2025-03-09T07:51:39.769Z
1710,8,4028,0,45,0,16.585743,49.171833,2025-03-09T07:51:39.769Z
2017,78,4023,2,270,1,16.644028,49.132225,2025-03-09T07:51:39.769Z
7094,57,4016,2,315,0,16.627426,49.236752,2025-03-09T07:51:39.765Z
1904,6,4023,0,45,0,16.554428,49.171429,2025-03-09T07:51:39.765Z
30457,S91,2706,5,90,0,17.4396,48.940571,2025-03-09T07:51:39.765Z
21876,201,209,4,90,4,16.657379,49.210999,2025-03-09T07:51:39.769Z
3306,38,4013,1,-1,0,16.570557,49.199749,2025-03-09T07:51:39.769Z
7055,64,4015,2,270,1,16.630713,49.190926,2025-03-09T07:51:39.769Z
1847,7,4004,0,225,0,16.553865,49.171841,2025-03-09T07:51:39.769Z
2022,50,4021,2,180,0,16.530884,49.227684,2025-03-09T07:51:39.769Z
21856,262,203,4,0,5,16.76631,49.523827,2025-03-09T07:51:39.769Z
31021,S2,4012,5,90,0,16.734032,49.108032,2025-03-09T07:51:39.766Z
1948,3,4017,0,315,0,16.595337,49.204548,2025-03-09T07:51:39.766Z
22027,664,205,4,90,0,17.168383,48.923641,2025-03-09T07:51:39.767Z
7056,57,4014,2,315,0,16.630501,49.28854,2025-03-09T07:51:39.767Z
1834,1,4914,0,315,1,16.586231,49.237095,2025-03-09T07:51:39.767Z
3075,37,4014,1,225,0,16.533066,49.195541,2025-03-09T07:51:39.767Z
2044,78,4018,2,0,0,16.635872,49.202499,2025-03-09T07:51:39.767Z
31003,S2,4710,5,315,0,16.609562,49.480362,2025-03-09T07:51:39.767Z
30135,R9,986,5,270,5,16.425007,49.342083,2025-03-09T07:51:39.767Z
3076,37,4016,1,225,1,16.5889,49.18977,2025-03-09T07:51:39.767Z
21743,812,202,4,225,0,16.077168,49.020367,2025-03-09T07:51:39.767Z
30458,S8,4506,5,270,0,16.0741,48.86145,2025-03-09T07:51:39.767Z
21644,OLY,394,4,135,0,16.627819,49.167362,2025-03-09T07:51:39.767Z
2038,50,4018,2,270,0,16.592253,49.16433,2025-03-09T07:51:39.767Z
31029,S3,4968,5,-1,0,16.617029,49.032471,2025-03-09T07:51:39.768Z
30150,S9,4207,5,45,1,17.106199,48.848751,2025-03-09T07:51:39.767Z
21571,904,10,4,225,0,17.110212,48.858948,2025-03-09T07:51:39.768Z
21899,930,210,4,135,0,17.370813,48.943951,2025-03-09T07:51:39.768Z
3314,30,4021,1,135,0,16.522755,49.213882,2025-03-09T07:51:39.768Z
21331,312,353,4,270,2,16.34539,49.320415,2025-03-09T07:51:39.766Z
21038,163,133,4,0,1,16.354445,49.361336,2025-03-09T07:51:39.766Z
3320,37,4021,1,270,0,16.566471,49.178181,2025-03-09T07:51:39.766Z
30037,S61,24115,5,45,0,17.31555,48.977978,2025-03-09T07:51:39.766Z
30353,R8,1106,5,180,11,17.450794,49.442005,2025-03-09T07:51:39.768Z
21332,572,208,4,225,1,16.997137,48.765854,2025-03-09T07:51:39.768Z
30025,S6,4110,5,0,3,17.114248,49.132988,2025-03-09T07:51:39.768Z
21122,904,11,4,0,1,17.135427,48.857685,2025-03-09T07:51:39.768Z
1829,5,4015,0,270,2,16.596029,49.19165,2025-03-09T07:51:39.768Z
3311,30,4019,1,180,0,16.536938,49.221664,2025-03-09T07:51:39.769Z
21583,104,201,4,225,3,16.380234,48.75169,2025-03-09T07:51:39.769Z
21196,663,428,4,225,1,17.10293,48.920357,2025-03-09T07:51:39.769Z
30460,S52,14508,5,270,0,16.79871,48.885052,2025-03-09T07:51:39.769Z
1722,8,4029,0,270,0,16.575228,49.169914,2025-03-09T07:51:39.769Z
21139,74,309,4,270,0,16.616447,49.186127,2025-03-09T07:51:39.769Z
3330,37,4019,1,0,0,16.529915,49.191673,2025-03-09T07:51:39.769Z
21462,301,452,4,135,5,16.594311,49.231243,2025-03-09T07:51:39.769Z
1815,2,4022,0,90,0,16.636703,49.201279,2025-03-09T07:51:39.769Z
1940,2,4032,0,90,0,16.604477,49.126602,2025-03-09T07:51:39.769Z
21481,312,208,4,225,1,16.388,49.278713,2025-03-09T07:51:39.766Z
30146,R9,975,5,90,1,16.090111,49.370605,2025-03-09T07:51:39.766Z
3679,31,4017,1,0,1,16.668131,49.183399,2025-03-09T07:51:39.766Z
3333,37,4017,1,135,2,16.570312,49.193726,2025-03-09T07:51:39.769Z
21820,655,302,4,45,3,16.970095,48.973557,2025-03-09T07:51:39.769Z
21073,602,232,4,225,0,17.001568,49.147995,2025-03-09T07:51:39.769Z
21668,602,356,4,225,0,16.763367,49.183681,2025-03-09T07:51:39.769Z
1917,9,4024,0,180,1,16.633854,49.190708,2025-03-09T07:51:39.769Z
21476,822,237,4,90,0,16.305439,48.873333,2025-03-09T07:51:39.769Z
21263,401,205,4,270,1,16.444336,49.189758,2025-03-09T07:51:39.769Z
3325,30,4017,1,45,0,16.594654,49.224277,2025-03-09T07:51:39.769Z
30350,R8,1104,5,270,2,16.801079,49.164452,2025-03-09T07:51:39.769Z
1844,7,4005,0,180,0,16.622875,49.226425,2025-03-09T07:51:39.769Z
7105,67,4015,2,180,1,16.621607,49.177353,2025-03-09T07:51:39.769Z
1082,1,4028,0,180,0,16.568115,49.203102,2025-03-09T07:51:39.766Z
1845,7,4003,0,225,0,16.606657,49.188477,2025-03-09T07:51:39.766Z
2663,55,4009,2,90,2,16.659277,49.190884,2025-03-09T07:51:39.766Z
21855,562,109,4,135,0,16.850218,48.757656,2025-03-09T07:51:39.767Z
7091,70,4082,2,315,0,16.582056,49.248528,2025-03-09T07:51:39.767Z
21957,235,203,4,90,1,16.54565,49.407074,2025-03-09T07:51:39.767Z
22037,667,267,4,45,1,17.166927,49.036579,2025-03-09T07:51:39.767Z
30121,S6,1764,5,135,0,17.456856,49.067223,2025-03-09T07:51:39.767Z
21275,250,332,4,225,0,16.652876,49.491383,2025-03-09T07:51:39.767Z
22043,512,305,4,315,0,16.503086,49.073364,2025-03-09T07:51:39.767Z
3618,36,4016,1,315,0,16.55905,49.217674,2025-03-09T07:51:39.767Z
2043,84,4017,2,45,0,16.55909,49.211246,2025-03-09T07:51:39.767Z
21683,420,304,4,45,0,16.265106,49.247211,2025-03-09T07:51:39.767Z
7702,41,4055,2,90,3,16.578197,49.260017,2025-03-09T07:51:39.767Z
21192,662,203,4,270,0,17.113073,49.007236,2025-03-09T07:51:39.767Z
1906,3,4020,0,90,0,16.625488,49.203648,2025-03-09T07:51:39.768Z
3663,27,4302,1,270,0,16.673325,49.202408,2025-03-09T07:51:39.768Z
1809,2,4027,0,270,1,16.622314,49.198895,2025-03-09T07:51:39.768Z
2033,50,4017,2,180,0,16.532137,49.195492,2025-03-09T07:51:39.768Z
2672,78,4022,2,0,0,16.637028,49.139248,2025-03-09T07:51:39.768Z
21271,701,315,4,90,4,16.639803,49.189377,2025-03-09T07:51:39.768Z
21291,151,308,4,315,0,16.725214,49.168892,2025-03-09T07:51:39.768Z
3672,25,4017,1,45,1,16.56813,49.193726,2025-03-09T07:51:39.768Z
1946,6,4020,0,90,2,16.602783,49.192211,2025-03-09T07:51:39.769Z
7060,58,4008,2,45,2,16.662468,49.198696,2025-03-09T07:51:39.770Z
31023,S2,4719,5,0,0,16.571089,49.555679,2025-03-09T07:51:39.770Z
21019,106,203,4,135,1,16.944374,49.068024,2025-03-09T07:51:39.770Z
7530,65,4005,2,225,0,16.582373,49.253418,2025-03-09T07:51:39.770Z
7096,64,4017,2,135,0,16.657309,49.220516,2025-03-09T07:51:39.770Z
3629,33,4009,1,225,0,16.613396,49.192017,2025-03-09T07:51:39.770Z
21611,812,221,4,315,0,16.079552,48.965775,2025-03-09T07:51:39.770Z
7071,75,4007,2,45,0,16.642008,49.20232,2025-03-09T07:51:39.770Z
21354,655,266,4,45,1,16.963381,49.015549,2025-03-09T07:51:39.770Z
7731,57,4019,2,180,0,16.622616,49.255451,2025-03-09T07:51:39.770Z
7725,41,4004,2,135,0,16.573673,49.240494,2025-03-09T07:51:39.771Z
21765,602,351,4,270,0,16.615871,49.185207,2025-03-09T07:51:39.772Z
1763,8,4035,0,270,0,16.692326,49.207298,2025-03-09T07:51:39.772Z
31026,S2,4717,5,225,0,16.643335,49.21096,2025-03-09T07:51:39.772Z
21329,810,222,4,225,1,16.202297,48.892021,2025-03-09T07:51:39.772Z
1939,12,3023,0,135,0,16.619816,49.182446,2025-03-09T07:51:39.772Z
1807,5,4508,0,45,1,16.611418,49.200268,2025-03-09T07:51:39.768Z
1856,4,4023,0,225,0,16.607292,49.198185,2025-03-09T07:51:39.769Z
1908,12,3026,0,0,1,16.621078,49.180687,2025-03-09T07:51:39.769Z
30080,S4,4806,5,180,1,16.606741,49.1637,2025-03-09T07:51:39.769Z
7114,67,4016,2,0,2,16.621786,49.179379,2025-03-09T07:51:39.770Z
7715,54,4016,2,225,1,16.515732,49.217365,2025-03-09T07:51:39.770Z
21293,201,211,4,0,0,16.635727,49.202053,2025-03-09T07:51:39.770Z
3634,31,4018,1,135,0,16.703075,49.172779,2025-03-09T07:51:39.770Z
21258,109,603,4,135,0,16.794992,49.032394,2025-03-09T07:51:39.770Z
21884,803,308,4,45,0,16.080442,48.850555,2025-03-09T07:51:39.770Z
1831,1,4026,0,135,1,16.594824,49.188942,2025-03-09T07:51:39.772Z
3327,30,4014,1,270,1,16.603199,49.226578,2025-03-09T07:51:39.769Z
21118,911,203,4,45,2,17.263159,48.87331,2025-03-09T07:51:39.769Z
1915,12,3022,0,315,0,16.585287,49.221336,2025-03-09T07:51:39.769Z
1112,1,4024,0,0,1,16.607422,49.201359,2025-03-09T07:51:39.769Z
7081,75,4008,2,180,1,16.649015,49.22784,2025-03-09T07:51:39.769Z
21448,OLY,305,4,315,1,16.628832,49.166679,2025-03-09T07:51:39.769Z
7683,x49,4010,2,90,3,16.623428,49.166431,2025-03-09T07:51:39.769Z
7714,52,4016,2,135,0,16.531601,49.227882,2025-03-09T07:51:39.769Z
30248,R11,668,5,135,0,16.064333,49.223,2025-03-09T07:51:39.769Z
30034,S71,3812,5,270,0,17.063009,49.291737,2025-03-09T07:51:39.769Z
7089,40,4007,2,135,1,16.632187,49.164284,2025-03-09T07:51:39.769Z
3678,31,4020,1,90,1,16.649895,49.186825,2025-03-09T07:51:39.769Z
30084,S6,1761,5,90,5,17.222479,48.976181,2025-03-09T07:51:39.769Z
30241,S31,14903,5,135,7,16.417463,49.3475,2025-03-09T07:51:39.769Z
30160,S6,4113,5,45,1,16.873234,49.14489,2025-03-09T07:51:39.769Z
1910,2,4024,0,45,0,16.612598,49.191463,2025-03-09T07:51:39.770Z
1921,12,3025,0,180,0,16.604076,49.195328,2025-03-09T07:51:39.770Z
1715,8,4031,0,225,0,16.611938,49.191074,2025-03-09T07:51:39.770Z
21523,402,206,4,135,2,16.397516,49.237411,2025-03-09T07:51:39.770Z
21712,313,203,4,90,0,16.516949,49.413685,2025-03-09T07:51:39.770Z
21194,822,238,4,270,0,16.336861,48.870281,2025-03-09T07:51:39.770Z
30189,R12,914,5,45,0,16.612648,49.190464,2025-03-09T07:51:39.770Z
30059,S31,1780,5,315,0,16.405857,49.357342,2025-03-09T07:51:39.770Z
7049,x49,4009,2,180,4,16.603556,49.138916,2025-03-09T07:51:39.770Z
1901,6,4025,0,180,0,16.595272,49.179142,2025-03-09T07:51:39.770Z
1813,5,4014,0,0,0,16.598454,49.164566,2025-03-09T07:51:39.770Z
30030,R13,805,5,135,0,16.619471,48.950977,2025-03-09T07:51:39.771Z
31055,S51,14608,5,315,1,16.755184,48.897751,2025-03-09T07:51:39.771Z
2661,78,4026,2,180,0,16.632088,49.141479,2025-03-09T07:51:39.771Z
21711,157,204,4,135,3,16.744829,49.296516,2025-03-09T07:51:39.771Z
30054,R13,814,5,315,2,16.853767,48.837833,2025-03-09T07:51:39.772Z
3620,26,4009,1,0,1,16.592789,49.202759,2025-03-09T07:51:39.772Z
21520,104,252,4,90,0,16.521156,48.980846,2025-03-09T07:51:39.773Z
21278,671,130,4,270,2,17.130432,49.019535,2025-03-09T07:51:39.773Z
3322,32,4904,1,90,0,16.58794,49.22221,2025-03-09T07:51:39.770Z
21557,504,306,4,45,4,16.549358,49.065063,2025-03-09T07:51:39.772Z
1764,8,4026,0,90,0,16.613834,49.19183,2025-03-09T07:51:39.772Z
1811,2,4030,0,225,0,16.598112,49.16494,2025-03-09T07:51:39.772Z
21921,934,202,4,135,8,17.262291,48.977482,2025-03-09T07:51:39.772Z
30461,S91,2743,5,-1,0,17.318193,48.897453,2025-03-09T07:51:39.772Z
7730,52,4012,2,225,0,16.482756,49.206902,2025-03-09T07:51:39.772Z
3326,39,4012,1,315,0,16.576309,49.20084,2025-03-09T07:51:39.772Z
21398,152,210,4,135,0,16.620043,49.32798,2025-03-09T07:51:39.772Z
2666,78,4020,2,315,0,16.695711,49.197956,2025-03-09T07:51:39.773Z
21759,570,212,4,225,0,16.893555,48.755394,2025-03-09T07:51:39.773Z
7052,75,4058,2,-1,0,16.645386,49.235165,2025-03-09T07:51:39.773Z
7529,68,4004,2,315,1,16.562572,49.193432,2025-03-09T07:51:39.770Z
21225,157,255,4,270,0,16.9032,49.275425,2025-03-09T07:51:39.773Z
7042,64,4018,2,45,1,16.62645,49.191227,2025-03-09T07:51:39.773Z
30290,S42,22819,5,135,0,16.357862,49.187878,2025-03-09T07:51:39.773Z
1928,6,4027,0,270,1,16.604622,49.19751,2025-03-09T07:51:39.773Z
30144,S6,1762,5,45,0,16.612648,49.190464,2025-03-09T07:51:39.773Z
31001,S3,4966,5,315,4,16.544722,49.299564,2025-03-09T07:51:39.773Z
3673,25,4020,1,0,0,16.661556,49.205826,2025-03-09T07:51:39.773Z
21791,920,204,4,315,2,17.323214,48.880722,2025-03-09T07:51:39.773Z
1207,10,4007,0,180,0,16.672371,49.202751,2025-03-09T07:51:39.770Z
1935,6,4029,0,135,0,16.597103,49.219864,2025-03-09T07:51:39.773Z
21564,231,251,4,90,3,16.682846,49.352444,2025-03-09T07:51:39.773Z
21253,540,201,4,0,0,16.715557,48.925381,2025-03-09T07:51:39.770Z
7112,67,4017,2,0,1,16.6073,49.217831,2025-03-09T07:51:39.773Z
21050,251,214,4,180,0,16.711636,49.63266,2025-03-09T07:51:39.773Z
21058,273,202,4,0,15,16.57065,49.558022,2025-03-09T07:51:39.773Z
21506,301,205,4,45,5,16.574869,49.376637,2025-03-09T07:51:39.773Z
30211,S31,14902,5,315,0,16.126377,49.561333,2025-03-09T07:51:39.773Z
21181,611,204,4,0,0,16.85471,49.08252,2025-03-09T07:51:39.773Z
21880,156,204,4,225,0,17.001362,49.148098,2025-03-09T07:51:39.773Z
3632,26,4012,1,225,0,16.627466,49.217098,2025-03-09T07:51:39.773Z
17206,261,281,4,270,0,16.972378,49.46767,2025-03-09T07:51:39.773Z
21792,153,421,4,135,1,16.364796,49.104092,2025-03-09T07:51:39.773Z
21660,161,101,4,45,1,16.519133,49.167278,2025-03-09T07:51:39.773Z
30093,S9,4206,5,225,2,17.314682,48.977177,2025-03-09T07:51:39.773Z
7076,52,4009,2,135,0,16.508276,49.219158,2025-03-09T07:51:39.773Z
1927,6,4031,0,180,0,16.594849,49.230721,2025-03-09T07:51:39.773Z
21804,643,271,4,180,0,17.001514,49.148144,2025-03-09T07:51:39.773Z
21709,222,207,4,315,0,16.648619,49.366516,2025-03-09T07:51:39.773Z
1827,5,4017,0,225,1,16.614405,49.201229,2025-03-09T07:51:39.773Z
3626,36,4009,1,0,0,16.605135,49.199543,2025-03-09T07:51:39.773Z
1924,9,4027,0,180,0,16.615511,49.216122,2025-03-09T07:51:39.770Z
1820,5,4019,0,90,0,16.628036,49.216896,2025-03-09T07:51:39.783Z
21773,804,312,4,135,0,16.053173,48.856476,2025-03-09T07:51:39.783Z
21911,910,202,4,180,0,17.339272,48.921528,2025-03-09T07:51:39.770Z
2683,50,4015,2,90,0,16.598902,49.162899,2025-03-09T07:51:39.770Z
3627,33,4011,1,0,0,16.690243,49.18195,2025-03-09T07:51:39.770Z
2682,44,4015,2,180,3,16.5788,47.0,2025-03-09T07:51:39.770Z
1114,1,4033,0,315,0,16.571842,49.1931,2025-03-09T07:51:39.770Z
21986,702,314,4,270,3,16.631451,49.18998,2025-03-09T07:51:39.770Z
7082,57,4017,2,90,1,16.627474,49.214828,2025-03-09T07:51:39.783Z
1907,12,3024,0,0,1,16.603662,49.196411,2025-03-09T07:51:39.783Z
21972,411,102,4,45,0,16.351063,49.322079,2025-03-09T07:51:39.770Z
2025,55,4010,2,135,2,16.676514,49.212193,2025-03-09T07:51:39.770Z
1918,3,4015,0,270,0,16.560888,49.21307,2025-03-09T07:51:39.770Z
7064,52,4011,2,270,0,16.520859,49.194946,2025-03-09T07:51:39.771Z
21509,333,107,4,0,0,16.429844,49.386005,2025-03-09T07:51:39.771Z
21684,423,321,4,225,0,16.23313,49.122265,2025-03-09T07:51:39.771Z
1603,3,4019,0,315,0,16.625162,49.203701,2025-03-09T07:51:39.771Z
